time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1605194534.0753598,4187.43589730,4186.28205115,4184.35897422,4181.66666653,4182.82051269,4185.12820499,4185.76923063,4184.61538448,4185.51282038,4186.66666653,4182.56410243,4192.82051269,4243.97435898,4955.51282198
1605194534.0763657,4183.71794858,4181.53846140,4182.30769217,4180.25641012,4181.15384602,4179.99999986,4182.82051269,4182.43589730,4187.05128192,4187.56410243,4182.94871781,4187.30769217,4242.05128206,4944.23077069
1605194534.0763657,4178.33333320,4180.25641012,4176.41025628,4177.17948704,4181.41025628,4184.99999986,4183.84615371,4183.07692294,4189.61538448,4186.02564089,4183.71794858,4187.69230756,4240.89743590,4945.38461685
1605194534.0763657,4189.74358961,4188.33333320,4183.46153833,4184.99999986,4180.89743576,4184.35897422,4184.61538448,4182.43589730,4184.74358961,4186.15384602,4185.12820499,4193.33333320,4242.69230770,4953.46153992
1605194534.0763657,4170.12820499,4180.51282038,4173.20512807,4179.48717935,4179.74358961,4178.58974345,4183.07692294,4190.25641012,4190.38461525,4188.71794858,4184.87179474,4185.25641012,4239.35897436,4942.17948864
1605194534.0763657,4180.12820499,4181.66666653,4179.48717935,4177.56410243,4181.41025628,4178.46153833,4184.10256397,4178.71794858,4186.79487166,4189.10256397,4185.38461525,4191.15384602,4242.94871795,4953.97436044
1605194534.0763657,4192.30769217,4188.33333320,4185.89743576,4186.28205115,4179.74358961,4180.64102551,4182.43589730,4182.43589730,4184.48717935,4189.87179474,4183.97435884,4191.28205115,4243.46153847,4954.23077069
1605194534.0763657,4174.10256397,4183.46153833,4177.82051269,4185.64102551,4179.87179474,4179.87179474,4183.46153833,4183.20512807,4186.92307679,4186.79487166,4181.92307679,4185.25641012,4241.66666667,4943.71795018
1605194534.0763657,4181.92307679,4184.61538448,4183.97435884,4183.07692294,4180.51282038,4183.84615371,4184.23076910,4186.92307679,4190.12820499,4185.76923063,4184.48717935,4190.25641012,4244.48717949,4955.51282198
1605194534.0763657,4192.30769217,4187.43589730,4186.28205115,4183.46153833,4182.30769217,4182.43589730,4181.28205115,4182.05128192,4186.53846140,4187.82051269,4185.25641012,4192.17948704,4242.56410257,4957.82051435
1605194534.0763657,4171.66666653,4181.15384602,4171.28205115,4178.46153833,4181.79487166,4179.48717935,4179.10256397,4183.46153833,4190.89743576,4188.58974345,4183.97435884,4188.97435884,4240.89743590,4942.82051428
1605194534.0763657,4188.33333320,4186.28205115,4184.48717935,4186.66666653,4179.99999986,4177.69230756,4181.41025628,4175.64102551,4185.76923063,4185.51282038,4186.02564089,4197.05128192,4246.66666667,4952.56410403
1605194534.0763657,4185.76923063,4183.58974345,4182.94871781,4183.71794858,4178.97435884,4181.15384602,4180.89743576,4181.92307679,4188.46153833,4185.89743576,4185.64102551,4188.07692294,4241.41025641,4946.15384762
1605194534.0763657,4175.64102551,4179.35897422,4174.99999986,4176.15384602,4181.02564089,4186.66666653,4179.23076910,4186.41025628,4188.46153833,4189.23076910,4184.35897422,4187.56410243,4241.92307693,4948.46153992
1605194534.0763657,4190.89743576,4186.66666653,4186.79487166,4182.05128192,4182.43589730,4186.41025628,4183.97435884,4181.15384602,4182.05128192,4188.97435884,4184.23076910,4195.76923063,4245.76923077,4955.89743743
1605194534.0763657,4173.97435884,4181.66666653,4181.28205115,4178.84615371,4182.05128192,4180.89743576,4183.33333320,4187.43589730,4189.74358961,4187.69230756,4184.35897422,4185.38461525,4239.61538462,4940.64102710
1605194534.0763657,4177.05128192,4183.46153833,4182.94871781,4181.41025628,4183.07692294,4180.38461525,4178.84615371,4183.20512807,4187.56410243,4187.17948704,4185.89743576,4189.10256397,4244.35897436,4952.05128351
1605194534.0763657,4186.28205115,4187.94871781,4187.69230756,4184.35897422,4183.84615371,4186.15384602,4181.79487166,4187.05128192,4187.94871781,4188.46153833,4184.48717935,4192.30769217,4240.76923077,4952.05128351
1605194534.0763657,4180.76923063,4184.23076910,4183.07692294,4183.46153833,4181.79487166,4182.30769217,4184.10256397,4188.20512807,4189.35897422,4190.12820499,4183.84615371,4187.94871781,4233.97435898,4940.64102710
1605194534.0763657,4189.99999986,4187.82051269,4181.41025628,4185.51282038,4182.94871781,4181.41025628,4184.10256397,4178.97435884,4185.12820499,4187.94871781,4185.51282038,4195.51282038,4245.38461539,4956.66666820
1605194534.0763657,4177.56410243,4185.25641012,4177.69230756,4179.99999986,4183.46153833,4186.02564089,4181.53846140,4190.76923063,4193.84615371,4187.05128192,4184.35897422,4189.87179474,4243.84615385,4947.05128351
1605194534.0763657,4180.51282038,4184.10256397,4187.56410243,4182.30769217,4178.97435884,4179.87179474,4178.97435884,4186.66666653,4187.30769217,4187.17948704,4182.43589730,4188.46153833,4237.17948718,4944.10256557
1605194534.0763657,4185.51282038,4183.84615371,4183.46153833,4181.92307679,4179.87179474,4180.89743576,4180.89743576,4181.79487166,4183.71794858,4187.30769217,4183.84615371,4192.69230756,4242.56410257,4958.84615538
1605194534.0763657,4179.74358961,4184.48717935,4176.53846140,4180.12820499,4182.17948704,4180.89743576,4181.02564089,4192.82051269,4194.10256397,4187.94871781,4185.76923063,4188.07692294,4243.07692308,4951.28205275
1605194534.0763657,4186.02564089,4188.07692294,4185.76923063,4186.41025628,4181.15384602,4176.92307679,4179.61538448,4184.35897422,4183.97435884,4186.66666653,4185.51282038,4192.82051269,4242.30769231,4954.23077069
1605194534.0763657,4177.43589730,4180.64102551,4180.12820499,4180.12820499,4180.25641012,4181.02564089,4180.51282038,4186.66666653,4184.61538448,4186.02564089,4187.30769217,4194.10256397,4242.82051282,4953.84615531
1605194534.0763657,4184.48717935,4185.76923063,4185.64102551,4179.23076910,4179.61538448,4179.99999986,4182.56410243,4187.69230756,4188.33333320,4186.92307679,4187.30769217,4192.43589730,4242.05128206,4950.64102710
1605194534.0763657,4180.51282038,4187.69230756,4185.12820499,4183.84615371,4180.89743576,4178.33333320,4182.05128192,4180.76923063,4182.56410243,4190.76923063,4182.94871781,4188.71794858,4237.56410257,4947.43589890
1605194534.0763657,4174.48717935,4181.02564089,4177.56410243,4180.25641012,4181.53846140,4181.28205115,4178.46153833,4187.05128192,4187.05128192,4191.79487166,4184.61538448,4191.15384602,4241.28205129,4951.79487326
1605194534.0763657,4193.71794858,4186.53846140,4188.58974345,4181.53846140,4181.02564089,4179.99999986,4180.25641012,4183.97435884,4183.58974345,4188.20512807,4186.53846140,4197.94871781,4247.30769231,4965.12820666
1605194534.0763657,4178.58974345,4181.28205115,4178.46153833,4179.10256397,4180.89743576,4178.97435884,4183.07692294,4189.23076910,4186.28205115,4188.20512807,4183.58974345,4187.56410243,4239.61538462,4951.15384762
